id;date1;Load;LIGNITE;GAS;HYDRO;RES;tot_imps;SMP
0;1/11/2020;4113,67;531;1867,109;;569,561;1146;59,52
1;1/11/2020;3953,052;531;1586,555;;654,497;1181;59,01
2;1/11/2020;3807,755;531;1407,541;;701,214;1168;59,01
3;1/11/2020;3791,084;531;1345,325;;746,759;1168;59,01
4;1/11/2020;3849,307;531;1336,937;;813,37;1168;59,01
5;1/11/2020;3991,921;531;1427,516;26;855,405;1152;59,01
6;1/11/2020;4353,818;531;1537,9;26;1102,911;1156,007;47,59
7;1/11/2020;4917,563;531;1543,885;65;1625,678;1152;55,97
8;1/11/2020;5434,35;531;1588,916;105;2142,434;1067;59,01
9;1/11/2020;5540,592;531;1338,386;55;2575,206;1041;41,01
10;1/11/2020;5492,916;531;1091,305;60;2775,611;1035;39,01
11;1/11/2020;5441,676;531;1054,575;95;2733,101;1028;39,01
12;1/11/2020;5209,222;531;1017,467;106;2526,755;1028;39,01
13;1/11/2020;4740,552;531;949,9;61;2170,652;1028;27,01
14;1/11/2020;4647,338;531;1364,366;35;1688,972;1028;41,01
15;1/11/2020;4664,624;531;1992,587;35;1083,037;1023;54,26
16;1/11/2020;5059,173;531;2692,046;35;749,127;1052;59,01
17;1/11/2020;6078,272;748;3330,924;203,846;709,502;1086;92,02
18;1/11/2020;5758,499;531;3032,595;489;654,904;1051;59,52
19;1/11/2020;5719,795;548;3182,231;463;605,564;921;65,46
20;1/11/2020;5379,801;531;3121,745;269;550,056;908;59,52
21;1/11/2020;4852,936;531;2813,532;76;529,404;903;59,01
22;1/11/2020;4450,476;531;2446,333;76;494,143;903;52,46
23;1/11/2020;4088,822;531;2055,398;;470,424;1032;41,01
0;2/11/2020;3869,747;504;1912,041;;408,706;1045;43,09
1;2/11/2020;3753,863;504;1796,401;;408,462;1045;43,09
2;2/11/2020;3689,849;504;1724,6;;416,249;1045;43,01
3;2/11/2020;3681,93;504;1737,873;;395,057;1045;43,09
4;2/11/2020;3805,911;504;1864,001;;392,91;1045;43,09
5;2/11/2020;4182,008;504;2213,804;35;384,204;1045;54,03
6;2/11/2020;4791,259;504;2738,602;26;478,657;1044;54,14
7;2/11/2020;5229,789;504;2717,249;103;860,54;1045;54,03
8;2/11/2020;5509,298;504;2586,006;143;1258,292;1018;54,03
9;2/11/2020;5613,575;504;2569,235;93;1529,34;918;54,03
10;2/11/2020;5686,837;504;2555,126;98;1669,711;860;52,99
11;2/11/2020;5719,969;504;2543,172;133;1692,797;847;54,03
12;2/11/2020;5692,87;504;2587,944;118;1605,926;877;54,03
13;2/11/2020;5460,035;504;2588,144;60;1430,891;877;48,25
14;2/11/2020;5334,228;504;2847,58;35;1094,648;853;54,03
15;2/11/2020;5216,901;521;3075,63;35;655,184;930,087;66,65
16;2/11/2020;5448,52;622;3244,066;158,066;413,388;1011;90,02
17;2/11/2020;5839,761;622;3167,61;649,304;396,847;1004;90,1
18;2/11/2020;5983,166;622;3157,088;796,773;389,305;1018;90,08
19;2/11/2020;6017,043;622;3119,882;898,97;377,191;999;90,08
20;2/11/2020;5752,727;622;3223,851;563,191;363,685;980;90,08
21;2/11/2020;5234,047;598,919;3231,65;95;353,478;955;89,5
22;2/11/2020;4884,694;504;2999,506;76;350,188;955;54,14
23;2/11/2020;4498,642;504;2615,226;;336,416;1043;54,03
0;3/11/2020;4148,537;504;2254,725;15;344,812;1030;40,85
1;3/11/2020;4039,949;504;2129,261;15;357,688;1034;40,85
2;3/11/2020;3947,731;504;2020,955;15;373,776;1034;40,85
3;3/11/2020;3928,97;504;1983,581;15;393,389;1033;40,85
4;3/11/2020;3983,425;504;2034,468;15;395,957;1034;40,85
5;3/11/2020;4342,539;504;2380,722;15;408,817;1034;41,84
6;3/11/2020;4909,418;504;2831,952;41;482,466;1050;60,8
7;3/11/2020;5359,084;521;3007,043;46;742,041;1043;68,25
8;3/11/2020;5661,546;514,658;3083,473;50;991,415;1022;61,39
9;3/11/2020;5788,871;504;3021,974;90;1139,897;1033;60,8
10;3/11/2020;5843,459;517,731;3014,473;65;1225,255;1021;61,39
11;3/11/2020;5817,74;521;2983,631;45;1248,109;1020;69,24
12;3/11/2020;5730,522;504;2924,061;65;1214,461;1023;54,34
13;3/11/2020;5506,191;504;2873,038;81;1097,684;950,469;43,95
14;3/11/2020;5345,709;504;2880,785;46;872,245;1042,679;46,95
15;3/11/2020;5268,718;504;2991,291;20;583,453;1169,974;51,05
16;3/11/2020;5415,221;521;3130,686;20;430,825;1312,71;61,95
17;3/11/2020;5978,452;748;3222,231;20;441,016;1547,205;87,7
18;3/11/2020;6018,971;620,364;3154,957;365;443,842;1434,808;85,9
19;3/11/2020;6097,252;521;3200,887;532;440,04;1403,325;76,95
20;3/11/2020;5769,565;521;3129,071;323;453,855;1342,639;69,95
21;3/11/2020;5357,876;504;2969,41;136;482,502;1265,964;54,59
22;3/11/2020;4948,206;504;2825,772;76;507,434;1035;42,8
23;3/11/2020;4447,235;504;2252,086;76;520,149;1095;40,25
0;4/11/2020;4346,862;504;1883,189;;516,673;1443;42,17
1;4/11/2020;4214,402;504;1663,9;;568,005;1478,497;40
2;4/11/2020;4174,989;504;1653,9;;602,089;1415;38,95
3;4/11/2020;4210,664;504;1653,9;;620,679;1432,085;35,94
4;4/11/2020;4251,816;504;1656,65;;646,166;1445;40,15
5;4/11/2020;4517,17;504;1835,901;26;671,269;1480;41,99
6;4/11/2020;5020,097;504;2180,099;41;789,998;1505;52
7;4/11/2020;5459,988;504;2246,703;83;1206,285;1420;52
8;4/11/2020;5905,067;504;2378,361;153;1664,706;1205;49,45
9;4/11/2020;6170,111;504;2499,586;103;1988,247;1075,278;46,71
10;4/11/2020;6346,423;504;2583,247;84;2106,299;1068,877;42,38
11;4/11/2020;6262,167;504;2508,95;80;2092,299;1076,918;42,56
12;4/11/2020;6129,303;504;2466,763;96;1991,54;1071;43,02
13;4/11/2020;5937,703;504;2557,77;61;1812,933;1002;43,45
14;4/11/2020;5646,555;504;2480,306;35;1524,874;1102,375;46,45
15;4/11/2020;5462,564;504;2518,95;35;1142,514;1262,1;52
16;4/11/2020;5661,62;504;2795,57;35;950,465;1376,585;56,5
17;4/11/2020;6094,413;539;2969,76;168;1020,607;1397,046;70
18;4/11/2020;6175,65;539;2888,115;220;1118,475;1410,06;72
19;4/11/2020;6239,846;534,998;2932,275;330;1190,573;1252;61,39
20;4/11/2020;5994,254;504;2591,493;528;1260,513;1110,248;51,82
21;4/11/2020;5615,918;504;2576,967;186;1321,631;1027,32;43,48
22;4/11/2020;5126,113;504;2196,883;76;1371,23;978;41,01
23;4/11/2020;4969,097;504;2109,9;;1397,965;957,232;34,06
0;5/11/2020;4515,802;529;1533,9;;1544,181;908,721;33,4
1;5/11/2020;4316,456;529;932,9;;1582,021;1272,535;39,58
2;5/11/2020;4280,17;529;932,9;;1633,27;1185;33,55
3;5/11/2020;4233,659;529;932,9;;1686,064;1085,695;32,48
4;5/11/2020;4299,922;529;932,9;;1711,628;1126,394;36,85
5;5/11/2020;4700,117;529;976,08;56;1735,037;1404;41,98
6;5/11/2020;5026,476;529;1257,9;71;1816,907;1351,669;49,21
7;5/11/2020;5500,195;529;1592,9;45;2056,545;1276,75;54,91
8;5/11/2020;5931,928;529;2113,259;115;2315,669;859;55
9;5/11/2020;6027,533;529;2110,337;65;2504,196;819;48,17
10;5/11/2020;6153,538;529;2024,253;95;2604,285;901;45,58
11;5/11/2020;6191,583;529;2003,728;145;2602,445;911,41;43,98
12;5/11/2020;6028,162;529;1895,916;171;2584,246;848;42,04
13;5/11/2020;5802,081;529;1803,652;136;2525,022;808,407;41,46
14;5/11/2020;5571,694;529;1799,256;110;2363,438;770;41,63
15;5/11/2020;5614,74;529;1927,844;229;2119,339;809,557;43,54
16;5/11/2020;5781,811;529;1937,2;243;2025,764;1046,847;46,62
17;5/11/2020;6232,571;529;2089,138;376;2077,466;1160,967;56,25
18;5/11/2020;6365,871;529;2161,716;576;2146,832;952,323;55,63
19;5/11/2020;6424,215;529;2136,975;700;2203,24;855;48,32
20;5/11/2020;5970,303;529;1986,158;414;2261,145;780;43,72
21;5/11/2020;5541,986;529;1842,9;76;2334,086;760;38,6
22;5/11/2020;5015,97;529;1317,9;76;2404,07;689;36,06
23;5/11/2020;4820,566;529;1247,9;;2514,666;529;29,46
0;6/11/2020;4601,931;351;839,9;;2749,186;661,845;32,7
1;6/11/2020;4428,709;351;657,9;;2797,331;622,478;31,45
2;6/11/2020;4418,487;351;657,9;;2820,921;588,666;29,6
3;6/11/2020;4418,946;351;657,9;;2843,336;566,71;28,9
4;6/11/2020;4442,991;351;657,9;;2874,091;560;28,05
5;6/11/2020;4641,544;351;657,9;26;2883,644;723;34,92
6;6/11/2020;5051,124;351;887,9;41;2977,983;793,241;44,28
7;6/11/2020;5694,022;351;1483,05;83;3325,972;451;48,18
8;6/11/2020;6253,824;351;1716,987;144;3723,837;318;48,18
9;6/11/2020;6356,487;351;1548,024;94;4015,463;348;47,05
10;6/11/2020;6470,935;351;1438,608;74;4145,327;462;41,55
11;6/11/2020;6325,437;351;1289,35;74;4149,087;462;40,95
12;6/11/2020;6274,894;351;1274,9;135;4052,994;461;38,01
13;6/11/2020;6006,114;351;1274,9;96;3852,423;431,791;37,38
14;6/11/2020;5772,542;351;1343,476;51;3509,066;518;41,43
15;6/11/2020;5705,984;351;1673,551;67;3039,305;575,128;45,75
16;6/11/2020;5826,625;351;2104,278;67;2790,347;514;48,18
17;6/11/2020;6677,365;351;2544,006;561;2772,359;449;48,3
18;6/11/2020;6670,281;351;2220,024;864;2805,257;430;48,3
19;6/11/2020;6394,335;351;2276,761;455;2855,574;456;48,3
20;6/11/2020;5995,246;351;1876,409;225;2854,606;688,231;45,77
21;6/11/2020;5554,107;351;1704,924;76;2850,183;572;41,45
22;6/11/2020;5173,094;351;1350,9;76;2848,194;547;37,78
23;6/11/2020;4831,345;351;1140,9;;2859,556;479,889;32,64
0;7/11/2020;4480,553;351;469,9;;2839,653;820;36,25
1;7/11/2020;4496,377;351;469,9;;2842,87;832,607;33,88
2;7/11/2020;4402,502;351;469,9;;2856,602;725;28,5
3;7/11/2020;4386,73;351;469,9;;2859,83;706;27,5
4;7/11/2020;4403,679;351;469,9;;2847,317;735,462;28,67
5;7/11/2020;4547,375;351;469,9;26;2846,312;854,163;32,97
6;7/11/2020;4707,901;351;597,9;61;2932,558;765,443;31,99
7;7/11/2020;5168,421;351;719,9;65;3281,521;751;37,5
8;7/11/2020;5670,27;421;719,9;105;3713,721;710,649;40,28
9;7/11/2020;5945,988;451;719,9;69;4047,088;659;36,99
10;7/11/2020;6129,717;505;719,9;63;4194,631;647,186;33,5
11;7/11/2020;6223,368;505;719,9;63;4236,468;699;32,75
12;7/11/2020;6195,704;505;809,9;124;4145,612;611,192;31,01
13;7/11/2020;6094,016;505;1049,9;110;3932,116;497;24,78
14;7/11/2020;5723,992;505;1144,9;35;3511,314;527,778;31,82
15;7/11/2020;5490,566;505;1144,9;35;2956,394;849,272;40,37
16;7/11/2020;5790,431;505;1850,912;35;2674,519;725;49,37
17;7/11/2020;6136,059;505;1851,686;449;2672,373;658;50,96
18;7/11/2020;6309,924;505;2021,693;413;2679,231;691;55,36
19;7/11/2020;6241,716;505;2014,561;390;2683,155;649;52,77
20;7/11/2020;5967,9;505;2004,54;138;2678,36;642;49,34
21;7/11/2020;5496,279;505;1502,4;111;2668,879;709;44,45
22;7/11/2020;5003,737;505;990,412;111;2654,325;743;40,95
23;7/11/2020;4734,668;505;942,9;;2639,768;647;34,77
0;9/11/2020;4216,174;488;1019,9;30;1927,274;751;36,38
1;9/11/2020;4206,215;488;1009,9;30;1930,315;748;32,2
2;9/11/2020;4166,15;488;999,9;30;1922,764;725,486;30,04
3;9/11/2020;4141,722;488;989,9;30;1914,293;719,529;29,43
4;9/11/2020;4240,072;488;989,9;30;1915,172;817;31,13
5;9/11/2020;4318,003;488;1059,9;56;1894,103;820;36,52
6;9/11/2020;5000,879;488;1712,781;56;1946,098;798;44,37
7;9/11/2020;5424,887;488;1949,236;103;2270,944;613,707;49,53
8;9/11/2020;5856,984;488;1964,07;153;2647,914;604;52
9;9/11/2020;5935,444;488;1966,669;117;2886,775;477;48,31
10;9/11/2020;5939,864;488;1902,583;117;2939,281;493;46,51
11;9/11/2020;5960,02;488;1968,941;117;2892,079;494;46,36
12;9/11/2020;5945,787;488;1835,749;178;2787,038;657;44,91
13;9/11/2020;5715,859;488;1793,23;148;2599,629;687;44,68
14;9/11/2020;5489,254;488;2022,582;65;2254,172;659,5;45,95
15;9/11/2020;5336,874;488;2073,276;65;1820,631;889,967;63,69
16;9/11/2020;5611,602;521;2462,115;65;1664,487;899;74,64
17;9/11/2020;6108,462;502,228;2643,197;372;1757,037;834;71,08
18;9/11/2020;6164,45;488;2664,082;388;1827,421;796,947;67,68
19;9/11/2020;6057,127;488;2526,347;404;1851,508;787,272;65
20;9/11/2020;5744,866;488;2252,142;258;1873,22;873,504;54,9
21;9/11/2020;5341,517;488;2148,983;141;1917,534;646;45,97
22;9/11/2020;5023,971;488;1812,14;141;1986,831;596;41,04
23;9/11/2020;4799,077;488;1442,9;30;2079,991;758,186;36,08
0;10/11/2020;4220,11;334;1154,9;30;2139,817;561,393;37,73
1;10/11/2020;4043,213;334;923,9;30;2184,569;570,744;36,63
2;10/11/2020;3992,401;334;908,9;30;2221,501;498;33,49
3;10/11/2020;3974,687;334;908,9;30;2257,787;444;33,03
4;10/11/2020;4077,885;334;908,9;30;2300,985;504;34,08
5;10/11/2020;4572,399;334;1199,9;56;2339,777;642,722;37,91
6;10/11/2020;5299,368;334;1547;56;2450,472;911,896;51,8
7;10/11/2020;5728,718;334;1824,514;65;2807,503;697,701;55,87
8;10/11/2020;6068,84;334;2066,771;115;3233,069;320;55,23
9;10/11/2020;6227,807;334;1926,659;79;3536,301;351,847;52,26
10;10/11/2020;6347,994;334;1905,715;79;3699,279;330;46,4
11;10/11/2020;6501,595;334;1913,571;79;3758,024;417;45,52
12;10/11/2020;6604,962;334;2066,882;140;3684,08;380;43,95
13;10/11/2020;6306,828;334;1989,65;126;3527,178;330;44,3
14;10/11/2020;5948,461;334;2007,445;65;3194,016;348;47,34
15;10/11/2020;5655,63;334;2037,21;65;2768,42;451;53,18
16;10/11/2020;5866,242;334;2350,65;65;2567,267;549,325;57,55
17;10/11/2020;6397,433;334;2270,938;576;2556,495;660;70,98
18;10/11/2020;6304,587;334;2223,159;429;2563,08;755,348;69,89
19;10/11/2020;6315,691;334;2250,495;234;2561,012;936,184;67,65
20;10/11/2020;6102,384;334;2204;76;2562,577;925,807;60,23
21;10/11/2020;5463,714;334;1996,78;126;2563,934;443;47,67
22;10/11/2020;5115,086;334;1729,692;106;2562,394;383;44,12
23;10/11/2020;4734,292;334;1359,026;30;2581,266;430;36,95
0;11/11/2020;4837,072;488;1032,224;30;2584,848;702;37,64
1;11/11/2020;4743,94;488;926,319;30;2583,621;716;37,64
2;11/11/2020;4632,397;488;921,9;30;2580,965;611,532;33,9
3;11/11/2020;4560,922;488;921,9;30;2582,926;538,096;33,05
4;11/11/2020;4711,139;488;921,9;30;2601,503;669,736;33,85
5;11/11/2020;5117,409;488;1243,948;56;2592,461;737;40,21
6;11/11/2020;5554,292;488;1890,745;56;2651,547;468;41,38
7;11/11/2020;5997,064;488;2128,602;68;2938,462;374;46,52
8;11/11/2020;6461,286;488;2161,093;118;3326,193;368;47,05
9;11/11/2020;6575,391;488;2069,408;82;3576,727;359,256;45
10;11/11/2020;6658,964;488;2007,386;81;3656,608;425,97;44,82
11;11/11/2020;6674,133;488;2110,635;44;3628,498;403;45,3
12;11/11/2020;6525,761;488;2004,283;105;3501,821;426,657;44,72
13;11/11/2020;6294,037;488;2017,642;91;3299,395;398;44
14;11/11/2020;6153,955;488;2277,306;30;2967,649;391;47,55
15;11/11/2020;6191,88;488;2664,72;30;2548,24;460,92;48,64
16;11/11/2020;6302,696;488;2749,579;117,607;2325,649;621,861;54,16
17;11/11/2020;6905,354;488;2881,037;692,717;2293,6;550;64,17
18;11/11/2020;6665,018;488;2812,849;423,01;2257,599;683,56;65,11
19;11/11/2020;6620,949;488;2761,671;421,502;2217,279;732,497;57,04
20;11/11/2020;6225,368;488;2642,324;178;2188,044;729;48,64
21;11/11/2020;5632,661;488;2247,555;166;2134,106;597;40,21
22;11/11/2020;5239,934;488;1862,9;166;2078,034;645;39,45
23;11/11/2020;4561,688;488;1376,9;30;2034,788;632;35,15
0;12/11/2020;4658,962;705;1220,9;30;1944,862;758,2;40,76
1;12/11/2020;4513,804;601;1274,21;30;1883,594;725;41,8
2;12/11/2020;4459,299;601;1220,9;30;1835,883;771,516;40,45
3;12/11/2020;4482,033;601;1295,9;30;1797,933;757,2;34,86
4;12/11/2020;4526,103;601;1353,52;30;1752,583;789;37,94
5;12/11/2020;4861,764;601;1661,486;56;1689,278;854;39,61
6;12/11/2020;5316,029;601;2266,9;56;1678,238;713,891;48,64
7;12/11/2020;5896,155;601;2843,383;65;1927,015;459,757;51,89
8;12/11/2020;6372,925;601;2905,345;115;2265,58;486;57
9;12/11/2020;6602,199;601;2806,902;65;2474,297;655;52,57
10;12/11/2020;6693,414;601;2782,183;65;2522,231;723;56,84
11;12/11/2020;6625,622;601;2729,787;65;2459,835;770;55,6
12;12/11/2020;6565,013;601;2761,739;126;2309,274;767;56,87
13;12/11/2020;6346,071;601;2739,369;126;2058,702;821;56,86
14;12/11/2020;6242,267;635,107;3010,929;65;1656,231;875;85,9
15;12/11/2020;6071,071;757;3033,2;95;1178,111;1007,76;104,91
16;12/11/2020;6310,908;757;3031,094;659,386;921,428;942;110,08
17;12/11/2020;6742,118;757;3031,744;1096,993;878,381;978;110,14
18;12/11/2020;6783,029;757;3034,767;822,93;812,332;1356;110,08
19;12/11/2020;6748,846;757;3051,492;867,231;767,123;1306;110,08
20;12/11/2020;6270,641;757;3050,749;542,733;688,159;1232;110,05
21;12/11/2020;5670,143;757;2862,657;206;628,486;1216;87,23
22;12/11/2020;5348,961;601;2970,508;106;578,22;1093,233;82,49
23;12/11/2020;4836,433;601;2435,538;30;551,895;1218;51,58
0;13/11/2020;4648,253;490;2425,774;30;537,512;1164,967;49,58
1;13/11/2020;4568,261;490;2374,274;30;507,987;1166;48,1
2;13/11/2020;4479,386;490;2266,588;30;486,798;1206;48,1
3;13/11/2020;4414,237;490;2337,828;30;455,409;1101;43,61
4;13/11/2020;4536,901;490;2417,125;30;438,776;1161;43,61
5;13/11/2020;4919,031;490;2758,284;56;419,747;1195;48,1
6;13/11/2020;5369,047;490;3095,9;71;494,703;1217,444;60,01
7;13/11/2020;5861,293;490;3335,983;103;852,351;1079,959;79,65
8;13/11/2020;6237,843;570;3403,886;153;1278,841;832,116;63,88
9;13/11/2020;6488,106;620;3226,9;104;1569,206;968;59,92
10;13/11/2020;6528,63;641;3154,9;104;1706,706;922,024;55,01
11;13/11/2020;6593,208;751;3170,9;103;1718,308;850;53
12;13/11/2020;6491,328;751;3083,836;164;1625,492;867;51,58
13;13/11/2020;6296,295;751;3137,52;126;1416,775;865;51,58
14;13/11/2020;6054,494;751;3307,9;65;1040,252;890,342;61,24
15;13/11/2020;5920,427;751;3414,414;81;586,747;1087,266;78,02
16;13/11/2020;6259,477;1035;3447,064;195;370,413;1212;93,18
17;13/11/2020;6727,875;1035;3462,229;612;364,646;1254;98,6
18;13/11/2020;6708,116;1035;3433,749;706;362,367;1171;96,52
19;13/11/2020;6667,197;1035;3428,838;680;352,359;1171;94,79
20;13/11/2020;6307,282;1035;3444,139;296;361,143;1171;103,09
21;13/11/2020;5659,725;751;3365,302;130;362,423;1051;77,72
22;13/11/2020;5304,515;751;3023,469;106;363,046;1061;51,58
23;13/11/2020;4837,193;751;2430,296;30;376,897;1249;43,61
0;14/11/2020;4613,966;644;2431,35;30;338,913;1169,703;47,24
1;14/11/2020;4551,905;644;2415,14;30;376,637;1086,128;44
2;14/11/2020;4423,075;644;2374,9;30;406,175;968;42,05
3;14/11/2020;4431,094;644;2374,9;30;431,075;951,119;38,75
4;14/11/2020;4457,378;644;2374,9;50;467,754;920,724;38,71
5;14/11/2020;4568,47;644;2374,9;91;486,526;972,044;40,72
6;14/11/2020;4830,761;644;2554,87;91;579,875;961,016;43,92
7;14/11/2020;5335,689;644;2640,961;110;971,728;969;45,69
8;14/11/2020;5841,192;644;2620,731;160;1483,052;933,409;45,24
9;14/11/2020;6059,761;644;2584,896;173;1854,015;803,85;43,19
10;14/11/2020;6302,424;644;2581,9;240;2011,524;825;39,61
11;14/11/2020;6284,317;644;2581,9;210;2065,373;783,044;40,48
12;14/11/2020;6179,823;644;2575,538;121;2014,285;825;41,55
13;14/11/2020;5976,664;644;2574,9;91;1828,764;838;38,43
14;14/11/2020;5669,347;644;2594,086;65;1447,261;919;42,55
15;14/11/2020;5626,159;644;2854,8;65;960,359;1102;50,19
16;14/11/2020;5946,191;802,111;3029,552;79;751,528;1284;85,9
17;14/11/2020;6416,574;959;3262,075;163;748,499;1284;86,15
18;14/11/2020;6475,431;959;3200,374;288;744,057;1284;86,15
19;14/11/2020;6412,605;959;3209,627;276;718,978;1249;86,15
20;14/11/2020;6074,459;644;3249,312;201;733,147;1247;66
21;14/11/2020;5519,247;644;2799,472;141;744,775;1190;51,58
22;14/11/2020;5156,282;644;2422,9;100;745,361;1244,021;46
23;14/11/2020;4725,614;644;2251,9;30;756,566;1043,148;38,44
0;15/11/2020;4429,898;645;2165,855;30;686,043;903;43,28
1;15/11/2020;4337,995;645;2109,059;30;690,936;863;41,55
2;15/11/2020;4177,951;645;1925,9;30;673,051;904;40,05
3;15/11/2020;4151,683;645;1925,9;30;669,783;881;38,05
4;15/11/2020;4146,506;645;1925,9;30;653,899;891,707;35,56
5;15/11/2020;4236,87;645;1925,9;56;621,218;988,752;40,95
6;15/11/2020;4443,398;645;2059,878;56;670,52;1012;48,1
7;15/11/2020;4778,235;645;2099,681;30;1025,554;978;48,1
8;15/11/2020;5326,798;645;2166,571;80;1477,227;958;48,1
9;15/11/2020;5589,543;645;2081,9;46;1774,643;1042;46
10;15/11/2020;5762,775;645;2094,15;60;1892,625;1071;46
11;15/11/2020;5770,808;645;2104,727;60;1888,081;1073;44,93
12;15/11/2020;5602,596;645;2078,9;121;1774,176;983,52;42,73
13;15/11/2020;5318,821;645;2078,9;91;1551,149;952,772;41,13
14;15/11/2020;5208,164;645;2317,349;30;1157,815;1058;46,17
15;15/11/2020;5266,156;645;2892,06;30;709,096;990;50,46
16;15/11/2020;5761,886;745,728;3148,948;203;512,21;1152;84,51
17;15/11/2020;6115,285;798,463;3152,934;510;501,888;1152;85,9
18;15/11/2020;6234,973;892,634;3152,415;557;479,924;1153;86,13
19;15/11/2020;6173,31;872,9;3155,415;538;452,995;1154;86,13
20;15/11/2020;5874,871;959;3229,536;101;429,335;1156;86,21
21;15/11/2020;5417,116;703;3029,51;106;426,606;1152;73,26
22;15/11/2020;5042,376;645;2744,687;80;417,689;1155;52,15
23;15/11/2020;4634,906;645;2254,095;30;416,811;1289;48,1
0;16/11/2020;4248,562;491;2342,9;30;360,662;1024;33,37
1;16/11/2020;4228,698;491;2342,9;30;361,659;1003,139;27,66
2;16/11/2020;4209,661;491;2342,9;30;364,624;981,137;26,78
3;16/11/2020;4223,316;491;2342,9;30;357,413;1002,003;26,56
4;16/11/2020;4282,665;491;2342,9;30;339,765;1079;28,05
5;16/11/2020;4551,269;491;2392,729;56;342,222;1269,318;41,99
6;16/11/2020;5198,871;491;2974,972;103;400,899;1229;53,23
7;16/11/2020;5728,872;491;3378,296;123;759,576;977;73,75
8;16/11/2020;6134,671;656;3180,872;153;1245,799;899;63,76
9;16/11/2020;6316,463;756;2979,162;119;1592,301;870;66,5
10;16/11/2020;6404,549;837;2964,115;119;1744,872;739,562;54,14
11;16/11/2020;6415,48;837;2969,07;119;1772,289;718,121;53,93
12;16/11/2020;6415,878;837;2893,001;180;1670,877;835;53,23
13;16/11/2020;6172,336;837;2918,119;148;1433,217;836;53,23
14;16/11/2020;5994,248;982;3069,276;65;1016,972;861;63,36
15;16/11/2020;5953,008;982;3282,544;65;533,464;1090;68,07
16;16/11/2020;6278,895;1265;3474,17;65;322,725;1152;86,21
17;16/11/2020;6764,143;1265;3578,91;453,448;318,785;1148;110,04
18;16/11/2020;6839,108;1265;3580,9;521,536;320,672;1151;110,02
19;16/11/2020;6588,884;1265;3390,46;468;318,424;1147;86,21
20;16/11/2020;6305,517;1265;3246,121;357;310,396;1127;86,21
21;16/11/2020;5719,9;982;3218,612;136;308,288;1075;78,43
22;16/11/2020;5316,128;837;3023,129;80;291,999;1084;59,86
23;16/11/2020;4840,214;837;2448,427;30;280,787;1244;45,95
0;17/11/2020;4545,258;837;2501,9;30;265,769;910,589;39,16
1;17/11/2020;4485,304;837;2501,9;30;268,114;848,29;33,5
2;17/11/2020;4523,372;837;2501,9;30;276,705;877,767;30
3;17/11/2020;4458,406;837;2501,9;30;278,506;811;31,29
4;17/11/2020;4454,927;837;2501,9;30;310,027;776;32,05
5;17/11/2020;4761,38;837;2501,9;56;346,841;1019,639;40,12
6;17/11/2020;5328,172;837;2783,871;56;431,503;1219,798;50
7;17/11/2020;5989,16;964;3062,22;65;777,94;1120;65,3
8;17/11/2020;6247,472;964;2863,42;115;1196,052;1109;71,1
9;17/11/2020;6375,131;964;2821,659;81;1500,472;1008;71,89
10;17/11/2020;6393,013;964;2827,562;81;1632,451;888;70,1
11;17/11/2020;6416,7;964;2872,081;81;1651,619;848;67
12;17/11/2020;6380,302;964;2826,238;142;1575,326;872,738;69
13;17/11/2020;6225,162;964;2800,059;126;1409,103;926;69,1
14;17/11/2020;6168,983;964;3062,759;77;1103,224;962;71,3
15;17/11/2020;6102,054;964;3154,511;85;769,543;1129;72,3
16;17/11/2020;6442,547;964;3394,873;228;642,674;1213;75,3
17;17/11/2020;6737,66;1069,21;3444,28;255;677,17;1292;85,9
18;17/11/2020;6801,27;982,832;3458,381;360;713,057;1287;84,51
19;17/11/2020;6708,68;964;3300,24;473;751,44;1220;74,33
20;17/11/2020;6369,944;964;3296,689;232;795,255;1082;68,55
21;17/11/2020;5765,468;837;2871,384;106;840,084;1111;61,62
22;17/11/2020;5379,24;837;2545,578;80;860,662;1056;44,78
23;17/11/2020;5014,004;837;2308,9;30;908,963;929,141;34,76
0;18/11/2020;4878,612;837;2301,9;192;1036,449;511,263;37,5
1;18/11/2020;4932,433;837;2301,9;192;1109,845;491,688;33,83
2;18/11/2020;4874,222;837;2301,9;112;1193,214;430,108;30,85
3;18/11/2020;4826,211;837;2301,9;30;1272,239;385,072;29,62
4;18/11/2020;4919,147;837;2301,9;30;1362,547;387,7;31,07
5;18/11/2020;5231,248;837;2301,9;56;1435,348;601;37,79
6;18/11/2020;5579,643;837;2614,06;56;1482,99;589,593;45,83
7;18/11/2020;5940,881;837;2696,367;30;1655,514;722;53,55
8;18/11/2020;6192,385;837;2651,589;118;1897,796;688;56,36
9;18/11/2020;6361,967;837;2610,765;84;2094,879;735,323;51,16
10;18/11/2020;6508,667;837;2600,239;84;2216,289;771,139;47,99
11;18/11/2020;6461,727;837;2501,139;83;2244,775;795,813;47,13
12;18/11/2020;6533,681;837;2664,9;72;2224,514;735,267;46,33
13;18/11/2020;6359,613;837;2664,9;56;2154,713;647;45,55
14;18/11/2020;6218,736;837;2683,577;30;1966,159;702;48,75
15;18/11/2020;6198,939;837;2686,785;30;1772,688;872,466;54,27
16;18/11/2020;6562,062;837;2965,069;112;1741,993;906;61,72
17;18/11/2020;6948,195;964;2691,622;579;1837,233;876,34;66,45
18;18/11/2020;7126,176;964;2988,806;508;1924,867;740,503;66,45
