id;date1;Load;LIGNITE;GAS;HYDRO;RES;tot_imps;SMP
7;26/3/2021;6657,711;846;2986,777;340;1415,934;1069;70,42
8;26/3/2021;7142,883;846;2979,216;356;1999,767;961,9;72,89
9;26/3/2021;7364,088;846;2842,371;356;2427,717;892;69
10;26/3/2021;7494,373;846;2832,269;294;2646,104;876;63,9
11;26/3/2021;7453,361;846;2808,073;220;2708,288;871;62,32
12;26/3/2021;7255,906;846;2693,372;220;2645,713;850,821;60
13;26/3/2021;6929,643;846;2642,9;206;2429,743;805;59
14;26/3/2021;6785,615;846;2800,278;218;2089,337;832;61
15;26/3/2021;6503,154;846;2757,946;218;1625,308;1055,9;63,57
16;26/3/2021;6222,989;846;2845,005;403;1087,41;1041,574;65
17;26/3/2021;6770,548;846;2979,481;644;745,549;1555,518;76,61
18;26/3/2021;7416,98;1001;3220,95;885;653,03;1657;99,47
19;26/3/2021;7390,852;1001;3240,15;926;634,802;1588,9;100,91
20;26/3/2021;7068,555;1001;3138,194;813;609,361;1507;82,71
21;26/3/2021;6488,588;846;3026,039;523;587,549;1506;74,99
22;26/3/2021;6038,649;846;2909,704;482;572,945;1228;61
23;26/3/2021;5486,897;846;2580,621;100;561,676;1398,6;58
0;27/3/2021;5026,408;813;2209,9;;473,823;1529,685;77,23
1;27/3/2021;4842,858;813;2082,069;;445,789;1502;58,31
2;27/3/2021;4679,899;813;2067,9;;426,799;1372,2;54,28
3;27/3/2021;4560,843;813;2067,9;;411,343;1268,6;54,09
4;27/3/2021;4589,106;813;1968,669;26;402,137;1379,3;53,4
5;27/3/2021;4761,544;813;1934,402;26;424,142;1564;54
6;27/3/2021;5037,439;813;1777,9;266;747,539;1433;54,11
7;27/3/2021;5545,85;813;1661,9;316;1331,95;1423;59,47
8;27/3/2021;6120,285;813;1599,384;290;1914,501;1503,4;58,31
9;27/3/2021;6404,87;813;1567,9;290;2346,87;1387,1;57,33
10;27/3/2021;6508,368;813;1637,9;230;2592,768;1234,7;57,19
11;27/3/2021;6615,864;813;1802,092;26;2699,072;1275,7;54
12;27/3/2021;6504,136;813;1577,9;116;2675,236;1322;51,93
13;27/3/2021;6095,957;813;1344,9;26;2494,157;1417,9;49,67
14;27/3/2021;5926,223;813;1577,9;26;2151,523;1357,8;51,75
15;27/3/2021;5792,592;813;2067,9;;1640,692;1271;54,88
16;27/3/2021;5744,546;813;2449,9;291;1069,646;1121;59,47
17;27/3/2021;6086,558;813;2540,822;602;711,536;1419,2;59,92
18;27/3/2021;6831,541;813;2937,31;737;650,231;1694;78,41
19;27/3/2021;6939,153;968;3262,359;834;643,794;1231;84,47
20;27/3/2021;6506,423;813;3018,044;834;643,179;1198,2;74,21
21;27/3/2021;6067,193;813;2983,292;488;640,901;1142;63,93
22;27/3/2021;5672,569;813;2395,284;402;631,085;1431,2;58
23;27/3/2021;5145,119;813;2541,358;26;618,561;1146,2;54
0;28/3/2021;5089,127;813;2577,9;;589,227;1109;74,2
1;28/3/2021;4676,056;813;2157,9;;567,156;1138;60,01
2;28/3/2021;4574,292;813;1992,9;;551,392;1217;54,69
3;28/3/2021;4573,396;813;1992,9;26;526,496;1215;54,89
4;28/3/2021;4633,909;813;2162,426;26;503,483;1129;61,13
5;28/3/2021;4989,737;813;2220,9;266;520,837;1169;61,47
6;28/3/2021;5249,68;813;2159,973;316;799,707;1161;62,43
7;28/3/2021;5472,474;813;1972,881;290;1293,593;1103;61,13
8;28/3/2021;6201,245;813;2207,741;290;1799,504;1091;62,64
9;28/3/2021;6427,692;813;2178,354;230;2190,338;1016;62,5
10;28/3/2021;6207,068;813;1941,9;26;2429,168;997;59,47
11;28/3/2021;6315,471;813;1798,9;116;2535,571;1052;53,9
12;28/3/2021;5933,325;813;1499,845;26;2503,48;1091;50,7
13;28/3/2021;5707,767;813;1409,9;40;2318,867;1126;46,4
14;28/3/2021;5379,545;813;1409,9;49;1983,645;1124;46,8
15;28/3/2021;5425,34;813;1688,9;289;1501,44;1133;52,36
16;28/3/2021;5737,677;813;2305,214;565;945,463;1109;59,14
17;28/3/2021;5989,427;813;2749,076;735;582,351;1110;80,3
18;28/3/2021;6423,07;858;2927,543;832;498,627;1306,9;99,71
19;28/3/2021;6302,17;858;2974,959;820;481,211;1168;100,36
20;28/3/2021;5886,767;858;2916,981;488;470,486;1153,3;97,28
21;28/3/2021;5663,667;858;2888,241;402;473,426;1042;90
22;28/3/2021;5027,266;813;2661,72;26;488,546;1038;67,3
23;28/3/2021;;;;;;0;
0;29/3/2021;5034,338;813;2251,195;;537,143;1433;58,55
1;29/3/2021;4782,085;813;1928,448;;571,637;1469;54,68
2;29/3/2021;4682,909;813;1796,347;;628,562;1445;52,77
3;29/3/2021;4750,486;813;1779,204;;697,282;1461;52,77
4;29/3/2021;4832,217;813;1764,9;26;746,317;1482;52,54
5;29/3/2021;5015,887;813;1927,9;26;774,987;1474;54,52
6;29/3/2021;5537,966;813;2145,9;266;826,066;1487;66,72
7;29/3/2021;5960,378;813;2228,123;316;1130,255;1473;80
8;29/3/2021;6808,625;813;2228,509;533;1661,116;1573;80,19
9;29/3/2021;6965,677;813;1953,777;422;2215,262;1561,638;57
10;29/3/2021;7003,76;813;1857,964;244;2631,796;1457;54
11;29/3/2021;6964,372;813;1867,824;40;2816,548;1427;54
12;29/3/2021;6941,975;813;1851,157;40;2830,818;1407;54
13;29/3/2021;6748,077;813;1701,949;26;2749,128;1458;52,77
14;29/3/2021;6577,747;813;1672,219;64;2567,528;1461;50,17
15;29/3/2021;6360,927;813;1740,564;73;2257,363;1477;50,17
16;29/3/2021;6186,361;813;1859,9;313;1808,492;1391,969;49,83
17;29/3/2021;6363,192;813;2175,386;589;1290,806;1495;50,17
18;29/3/2021;6828,972;813;2683,391;864;966,581;1502;59,91
19;29/3/2021;7056,146;858;2881,594;871;898,552;1547;89,82
20;29/3/2021;6943,546;813;2946,361;813;908,185;1463;76,82
21;29/3/2021;6455,624;813;2891,551;382;935,073;1434;69,72
22;29/3/2021;5937,58;813;2560,622;186;972,958;1405;61
23;29/3/2021;5593,051;813;2326,248;26;1035,803;1392;54
0;30/3/2021;5028,726;813;1784,736;;1256,99;1174;54
1;30/3/2021;4927,642;813;1645,9;;1355,742;1113;50,93
2;30/3/2021;4969,056;813;1578,9;100;1449,874;1027,282;43
3;30/3/2021;4983,935;813;1578,9;160;1553,035;879;41,1
4;30/3/2021;5127,275;813;1578,9;186;1694,375;855;41,9
5;30/3/2021;5408,86;813;1578,9;266;1800,23;950,73;48,99
6;30/3/2021;5851,213;813;1936,867;316;1897,346;888;57,15
7;30/3/2021;6316,873;813;2014,608;256;2192,747;1040,518;71,07
8;30/3/2021;6826,981;813;2113,12;146;2745,397;1009,464;71,95
9;30/3/2021;7069,431;813;2042,9;146;3374,531;693;66,36
10;30/3/2021;7396,505;813;1979,9;14;3870,358;719,247;63,28
11;30/3/2021;7603,81;813;2018,528;40;4150,282;582;54
12;30/3/2021;7374,83;813;1666,9;130;4272,93;492;49,7
13;30/3/2021;7273,41;813;1666,9;26;4270,51;497;47,51
14;30/3/2021;7012,333;813;1506,9;26;4121,433;545;49,4
15;30/3/2021;6687,501;813;1435,9;35;3840,601;563;50
16;30/3/2021;6548,597;813;1720,9;95;3336,697;583;52,58
17;30/3/2021;6591,576;813;2062,993;390;2751,583;574;59,4
18;30/3/2021;6758,486;813;2289,3;602;2327,186;727;68,85
19;30/3/2021;7070,62;813;2443,957;755;2209,663;849;82,37
20;30/3/2021;7279,722;813;2509,719;734;2236,003;987;80
21;30/3/2021;6797,127;813;2327,6;482;2300,527;874;67,04
22;30/3/2021;6248,99;813;2190,8;186;2393,19;666;65,69
23;30/3/2021;5905,531;813;1995,9;26;2489,632;580,999;60
0;31/3/2021;5158,626;813;1552,18;;2159,446;634;53,97
1;31/3/2021;5026,762;813;1274,9;;2268,272;670,59;50,99
2;31/3/2021;5135,35;813;1207,9;100;2369,45;645;46,02
3;31/3/2021;5233,933;813;1207,9;100;2488,033;625;43,6
4;31/3/2021;5375,437;813;1207,9;126;2609,537;619;45,05
5;31/3/2021;5605,015;813;1274,9;206;2688,115;623;52,6
6;31/3/2021;6004,289;813;1486,679;316;2777,61;611;64,23
7;31/3/2021;6606,922;813;1560,912;441;3107,01;685;72,26
8;31/3/2021;6952,912;813;1462,287;331;3682,625;664;73,04
9;31/3/2021;7299,486;813;1399,189;244;4309,297;534;57,11
10;31/3/2021;7443,263;813;1217,976;74;4766,287;572;50,01
11;31/3/2021;7549,37;813;1149,9;40;4980,47;566;25,71
12;31/3/2021;7660,541;813;1149,9;130;5030,641;537;18,42
13;31/3/2021;7407,13;813;1149,9;26;4948,23;470;18,56
14;31/3/2021;7155,199;813;1092,9;64;4717,299;468;20,3
15;31/3/2021;6823,784;813;1092,9;73;4364,622;480,262;25,53
16;31/3/2021;6414,808;813;1192,9;73;3877,908;458;28,55
17;31/3/2021;6163,36;813;1275,9;268;3274,46;532;49,64
18;31/3/2021;6621,032;813;1941,548;336;2850,484;680;61,9
19;31/3/2021;7390,366;813;2250,619;734;2716,747;876;70,82
20;31/3/2021;7287,807;813;2254,212;706;2702,595;812;71,35
21;31/3/2021;6641,212;813;2176,472;266;2703,74;682;61,1
22;31/3/2021;6300,213;813;2011,192;186;2687,021;603;54,49
23;31/3/2021;5834,387;813;1660,9;86;2662,487;612;51,03
0;1/4/2021;5112,115;659;1625,9;;2407,096;420,119;47,78
1;1/4/2021;4933,703;659;1432,9;;2342,195;499,608;52
2;1/4/2021;4853,695;659;1432,9;;2304,425;457,37;48
3;1/4/2021;4823,308;659;1432,9;;2262,349;469,059;48,01
4;1/4/2021;4925,488;659;1432,9;26;2197,674;609,914;52,94
5;1/4/2021;5126,093;659;1486,453;206;2100,64;674;54,94
6;1/4/2021;5350,909;659;1556,686;316;2014,223;805;66,28
7;1/4/2021;6229,544;659;1865,9;517;2167,802;1019,842;68,61
8;1/4/2021;6606,828;659;1860,808;469;2581,02;1037;66,61
9;1/4/2021;6763,186;659;1730,968;306;3051,218;1016;63,69
10;1/4/2021;6703,843;659;1500,222;304;3359,621;881;54,65
11;1/4/2021;6527,927;659;1299,9;220;3507,027;842;43,01
12;1/4/2021;6605,306;659;1439,9;230;3555,201;721,205;39
13;1/4/2021;6316,448;659;1439,9;126;3514,487;577,061;36,25
14;1/4/2021;6124,809;659;1439,9;126;3364,957;534,952;33,91
15;1/4/2021;6003,053;659;1529,9;135;3041,153;638;32,71
16;1/4/2021;5774,066;659;1692,9;215;2438,39;768,776;37
17;1/4/2021;5530,886;659;1882,9;230;1644,986;1114;48
18;1/4/2021;6014,07;659;2467,232;491;1089,838;1307;65,5
19;1/4/2021;6505,102;659;2688,122;718;893,38;1546,6;75,58
20;1/4/2021;6392,023;659;2688,122;707;778,201;1559,7;75,58
21;1/4/2021;5791,73;659;2583,183;441;698,847;1409,7;69,59
22;1/4/2021;5431,95;659;2195,148;266;627,802;1684;63,69
23;1/4/2021;4906,183;659;1969,122;86;596,061;1596;56,8
0;2/4/2021;4680,689;659;1874,217;30;544,872;1572,6;57,6
1;2/4/2021;4531,02;659;1795,345;30;540,575;1506,1;55,31
2;2/4/2021;4360,362;659;1795,075;30;575,387;1300,9;54,6
3;2/4/2021;4394,847;659;1795,265;30;602,582;1308;55,1
4;2/4/2021;4549,73;659;1885,345;56;644,385;1305;55,31
5;2/4/2021;4806,999;659;1978,76;56;702,539;1410,7;56,4
6;2/4/2021;5382,16;659;2372,159;211;831,001;1309;65,76
7;2/4/2021;6186,163;659;2478,226;564;1222,937;1262;66,37
8;2/4/2021;6642,781;659;2479,08;466;1813,701;1225;74,25
9;2/4/2021;6721,202;659;2278,052;306;2415,15;1063;65,76
10;2/4/2021;6582,145;659;1885,131;244;2915,014;879;60
11;2/4/2021;6218,077;659;1434,9;220;3240,177;664;54,08
12;2/4/2021;6314,656;659;1344,9;230;3436,756;644;46,13
13;2/4/2021;6081,531;659;1344,9;126;3507,15;444,481;35,1
14;2/4/2021;5910,392;659;1344,9;164;3379,492;363;28,99
15;2/4/2021;5710,604;659;1344,9;192;3064,704;450;36,17
16;2/4/2021;5536,031;659;1444,9;192;2587,162;652,969;40,99
17;2/4/2021;5732,929;659;1883,635;138;2051,294;1001;54,56
18;2/4/2021;6236,483;659;2176,321;491;1705,162;1205;59,96
19;2/4/2021;6973,391;659;2627,589;846;1584,802;1256;66
20;2/4/2021;6661,414;659;2561,453;710;1510,961;1220;65,76
21;2/4/2021;5949,515;659;2277,766;416;1448,749;1148;63,19
22;2/4/2021;5450,52;659;1895,38;166;1407,64;1322,5;55,8
23;2/4/2021;5000,201;659;1564,9;26;1379,901;1370,4;51,53
0;3/4/2021;4731,016;504;1819,9;50;1279,116;1078;54,57
1;3/4/2021;4591,06;504;1652,9;50;1260,16;1124;50,97
2;3/4/2021;4568,771;504;1562,9;30;1253,871;1218;47,01
3;3/4/2021;4519,421;504;1562,9;30;1229,521;1193;42,9
4;3/4/2021;4447,366;504;1562,9;30;1210,466;1140;41,1
5;3/4/2021;4500,814;504;1562,9;56;1180,914;1197;49,62
6;3/4/2021;4780,082;504;1699,588;126;1210,494;1240;57
7;3/4/2021;5067,18;504;1427,619;410;1504,861;1220,7;54,77
8;3/4/2021;5774,027;504;1601,942;535;1999,405;1133,68;59,99
9;3/4/2021;6008,886;504;1639,454;156;2592,432;1117;63,32
10;3/4/2021;6369,674;504;1555,9;14;3143,774;1152;60,36
11;3/4/2021;6412,651;504;1392,9;14;3558,751;943;55
12;3/4/2021;6305,354;504;1062,9;130;3851,454;757;53,04
13;3/4/2021;6280,726;504;1062,9;26;4011,826;676;42,2
14;3/4/2021;6285,79;504;1062,9;;3942,89;776;37,75
15;3/4/2021;6060,072;504;1062,9;35;3632,04;826,132;41,55
16;3/4/2021;5913,175;504;1345,9;35;3139,275;889;42,41
17;3/4/2021;5763,609;504;1810,9;;2593,01;855,699;33,83
18;3/4/2021;6095,685;504;1976,759;315;2210,789;1089,137;57,25
19;3/4/2021;6818,204;504;2010,252;1116;2058,952;1129;61,83
20;3/4/2021;6707,853;504;2181,804;1006;1935,049;1081;63,32
21;3/4/2021;6108,914;504;2314,81;276;1847,233;1166,871;72
22;3/4/2021;5689,908;504;2090,057;26;1824,851;1245;66,47
23;3/4/2021;5248,378;504;1919,032;;1790,346;1035;57,17
0;4/4/2021;4709,756;541;1437,9;15;1729,856;986;50,11
1;4/4/2021;4594,111;541;1232,9;15;1766,211;1039;46,96
2;4/4/2021;4441,751;541;1140,9;15;1788,851;956;41,26
3;4/4/2021;4287,119;541;947,9;15;1790,219;993;40,1
4;4/4/2021;4155,885;541;947,9;15;1788,985;863;38,87
5;4/4/2021;4331,201;541;947,9;41;1801,301;1000;40,52
6;4/4/2021;4432,375;541;987,9;41;1883,475;979;45,39
7;4/4/2021;4509,734;541;739,9;25;2183,489;1020,345;43,92
8;4/4/2021;4956,118;541;739,9;41;2592,418;1041,8;43
9;4/4/2021;5346,463;541;739,9;31;3011,263;1023,3;40,1
10;4/4/2021;5613,649;541;699,9;29;3421,849;921,9;38,78
11;4/4/2021;5854,83;541;539,9;39;3620,73;1114,2;28,86
12;4/4/2021;5894,71;541;539,9;130;3655,41;1028,4;25,5
13;4/4/2021;5693,55;541;539,9;26;3571,65;1015;15,4
14;4/4/2021;5447,65;541;539,9;;3361,75;1005;10,4
15;4/4/2021;5179,27;541;539,9;35;3058,37;1005;13,75
16;4/4/2021;4985,866;541;709,9;35;2704,966;995;19,49
17;4/4/2021;4919,012;541;961,9;;2326;1090,112;35,47
18;4/4/2021;5234,306;541;1219,9;275;2072,759;1125,647;52,99
19;4/4/2021;6123,901;541;1660,037;783;2003,864;1136;65,86
20;4/4/2021;6125,708;541;1718,764;723;2015,944;1127;77
21;4/4/2021;5758,092;541;1661,962;396;2019,592;1139,538;70
22;4/4/2021;5251,977;541;1508,297;86;1976,68;1140;60,36
23;4/4/2021;4697,517;541;1123,088;30;1886,429;1117;54,25
0;5/4/2021;4357,838;541;1462,9;;1433,938;920;52,14
1;5/4/2021;4284,596;541;1462,9;;1359,696;921;48,99
2;5/4/2021;4151,283;541;1442,9;;1287,383;880;48,7
3;5/4/2021;4061,897;541;1442,9;;1191,997;886;48,76
4;5/4/2021;4018,709;541;1442,9;;1156,809;878;49,89
5;5/4/2021;4390,41;541;1462,9;26;1089,01;1271,5;52,71
6;5/4/2021;4983,185;541;1782,9;381;1082,085;1196,2;60,33
7;5/4/2021;5644,833;541;2025,057;360;1256,776;1462;69,34
8;5/4/2021;6041,21;541;2299,624;286;1530,586;1384;73,95
9;5/4/2021;6250,48;541;2357,408;106;1831,072;1415;70,38
10;5/4/2021;6310,642;541;2193,076;79;2074,566;1423;67,87
11;5/4/2021;6356,101;541;2039,808;104;2240,293;1431;65,24
12;5/4/2021;6314,105;541;1869,729;180;2292,376;1431;65,24
13;5/4/2021;6026,831;541;1762,705;76;2216,126;1431;57,1
14;5/4/2021;5849,813;541;1771,562;38;2076,251;1423;57,1
15;5/4/2021;5627,851;541;1769,65;73;1817,201;1427;57,1
16;5/4/2021;5492,806;541;1937,832;73;1482,974;1458;65,24
17;5/4/2021;5615,625;541;2459,083;38;1120,542;1457;65,24
18;5/4/2021;5841,884;541;2865,835;108;854,049;1473;68,77
19;5/4/2021;6412,143;541;3120,791;767;748,552;1234,8;84,58
20;5/4/2021;6304,135;541;3121,72;997;722,515;921,9;85,05
21;5/4/2021;5706,988;541;2608,805;719;675,083;1163,1;65,75
22;5/4/2021;5248,567;541;2544,511;141;636,056;1386;65,24
23;5/4/2021;4789,038;541;2308,977;;616,861;1322,2;57,1
0;6/4/2021;4159,551;541;1506,9;;679,551;1432,1;58
1;6/4/2021;4080,275;541;1312,643;;680,632;1546;55,41
2;6/4/2021;3994,219;541;1247,9;;674,419;1530,9;48,13
3;6/4/2021;3971,533;541;1247,9;;682,233;1500,4;44
4;6/4/2021;4097,565;541;1272,743;;733,822;1550;55,41
5;6/4/2021;4459,307;541;1569,035;26;773,272;1550;63,34
6;6/4/2021;5026,569;541;1851,859;236;847,71;1550;63,34
7;6/4/2021;5529,849;541;2187,208;680;1020,141;1101,5;67
8;6/4/2021;5827,489;541;2300,526;676;1239,963;1070;75,7
9;6/4/2021;6148,184;541;2568,63;501;1488,554;1049;72,62
10;6/4/2021;5990,553;541;2516,767;14;1791,686;1127,1;69,58
11;6/4/2021;5981,546;541;2086,3;14;2087,446;1252,8;64,71
12;6/4/2021;5610,899;541;1313,653;130;2340,346;1285,9;54
13;6/4/2021;5344,588;541;1307,9;26;2534,988;934,7;35,53
14;6/4/2021;5232,196;541;1307,9;;2682,296;701;27,1
15;6/4/2021;5226,611;541;1307,9;35;2700,711;642;27,29
16;6/4/2021;5112,942;541;1377,9;35;2502,268;656,774;27,85
17;6/4/2021;5380,261;541;1852,062;;2093,199;894;61,24
18;6/4/2021;5803,389;541;2098,519;325;1836,87;1002;63,46
19;6/4/2021;6390,568;541;2257,998;824;1793,57;974;70,05
20;6/4/2021;6200,357;541;2264,991;644;1849,366;901;71,44
21;6/4/2021;6030,427;541;2268,923;362;1926,504;932;66,76
22;6/4/2021;5504,377;541;1936,471;86;2025,906;915;62,97
23;6/4/2021;5171,246;541;1683,771;;2101,475;845;55,41
0;7/4/2021;4943,288;541;1571,214;;2234,074;597;55,41
1;7/4/2021;4902,901;541;1536,343;;2243,558;582;55,41
2;7/4/2021;4814,755;541;1433,145;;2255,61;585;54
3;7/4/2021;4835,211;541;1355,9;;2242,311;696;44,18
4;7/4/2021;4891,492;541;1438,555;;2257,937;654;54
5;7/4/2021;5222,693;541;1743,511;26;2272,182;640;55,41
6;7/4/2021;5915,71;541;2178,207;206;2325,503;665;65,46
7;7/4/2021;6478,274;541;2386,991;260;2635,283;655;74,14
8;7/4/2021;6974,324;541;2391,896;276;3180,428;585;75
9;7/4/2021;7210,279;541;2121,603;261;3749,676;537;63,35
10;7/4/2021;7299,774;541;1896,499;14;4247,275;601;57,76
11;7/4/2021;7505,188;541;1831,9;14;4583,288;535;57,61
12;7/4/2021;7449,032;541;1499,115;40;4773,917;595;55,41
13;7/4/2021;7136,096;541;1270,9;26;4743,196;555;50,5
14;7/4/2021;6970,405;541;1327,9;38;4526,505;537;40,45
15;7/4/2021;6706,584;541;1327,9;73;4162,684;602;47
16;7/4/2021;6413,19;541;1647,9;73;3587,29;564;49,22
17;7/4/2021;6166,456;541;2024,787;38;2895,669;667;55,41
18;7/4/2021;6380,306;541;2408,519;420;2345,787;665;63,34
19;7/4/2021;6890,079;626;2746,851;773;2111,228;633;76,35
20;7/4/2021;6750,743;671;2768,158;698;2052,585;561;82,91
21;7/4/2021;6365,984;696;2657,037;383;2031,947;598;65,47
22;7/4/2021;5953,834;696;2453,677;246;2033,157;525;63,35
23;7/4/2021;5488,367;696;2244,071;;2018,296;530;57,06
0;8/4/2021;5567,321;659;2258,803;100;2044,518;505;66,75
1;8/4/2021;5431,305;659;2199,414;100;1997,891;475;64,68
2;8/4/2021;5301,198;659;2138,422;100;1971,776;432;63,65
3;8/4/2021;5141,324;659;2033,682;100;1925,642;423;63,18
4;8/4/2021;5104,456;659;2026,836;100;1877,696;440,924;61,9
5;8/4/2021;5307,514;659;2201,118;126;1816,396;505;65,62
6;8/4/2021;5856,604;659;2615,958;306;1812,646;463;71,34
7;8/4/2021;6587,682;704;2762,393;315;2116,989;689,3;87,74
8;8/4/2021;7219,157;659;2719,716;131;2667,441;1042;76,01
9;8/4/2021;7398,803;659;2463,71;116;3221,893;938,2;65
10;8/4/2021;7557,554;659;2264,219;14;3709,335;911;60,96
11;8/4/2021;7598,698;659;1976,9;14;4053,598;895,2;50
12;8/4/2021;7437,495;659;1766,9;40;4242,495;729,1;50
13;8/4/2021;7218,92;659;1737,9;116;4302,02;404;49,94
14;8/4/2021;6952,962;659;1737,9;;4160,062;396;49,95
15;8/4/2021;6690,344;659;1737,9;35;3856,444;402;53,95
16;8/4/2021;6668,843;659;1943,204;35;3345,039;686,6;62,05
17;8/4/2021;6757,017;659;2564,135;335;2697,884;500,998;67
18;8/4/2021;6919,287;659;2794,276;660;2218,011;588;70,22
19;8/4/2021;7156,333;704;2962,887;736;2015,446;738;95,89
20;8/4/2021;6944,463;704;2926,763;661;1921,1;731,6;90
21;8/4/2021;6551,857;659;2887,986;601;1814,871;589;79,3
22;8/4/2021;6258,864;659;2836,04;451;1724,824;588;73,97
23;8/4/2021;5562,149;659;2814,674;;1641,475;447;69,61
0;9/4/2021;5205,898;659;1646,812;100;1931,086;869;56
1;9/4/2021;5140,527;659;1643,647;100;1902,675;835,205;55,28
2;9/4/2021;4976,716;659;1532,959;100;1901,757;783;58,06
3;9/4/2021;4962,989;659;1537,307;100;1870,682;796;58,24
4;9/4/2021;5057,743;659;1667,95;100;1855,793;775;58,24
5;9/4/2021;5385,04;659;1928,556;126;1829,484;842;66,75
6;9/4/2021;5971,602;659;2279,741;371;1875,861;786;75
7;9/4/2021;6406,558;659;2450,266;365;2233,292;699;82,02
8;9/4/2021;7172,809;659;2640,843;281;2915,966;676;80,18
9;9/4/2021;7547,841;659;2550,582;116;3620,259;602;66,76
10;9/4/2021;7312,755;659;2069,271;14;4058,484;512;63,28
11;9/4/2021;7523,052;659;2077,156;14;4220,896;552;62,34
12;9/4/2021;7525,728;659;2045,96;40;4247,768;533;59,51
13;9/4/2021;7299,762;659;1893,485;116;4155,277;476;58,11
14;9/4/2021;7082,336;659;2013,087;38;3926,249;446;58,24
15;9/4/2021;6860,375;659;2165,961;73;3512,414;450;59,51
16;9/4/2021;6458,569;659;2208,307;173;2943,262;475;58,24
17;9/4/2021;6405,807;659;2587,823;278;2288,984;592;63,8
18;9/4/2021;6610,672;659;2976,165;388;1770,507;817;70,68
19;9/4/2021;6912,284;659;2910,69;736;1553,694;1052,9;83
20;9/4/2021;6814,905;659;2995,995;723;1432,71;1004,2;84,9
21;9/4/2021;6266,213;659;3075,248;366;1304,965;861;76,51
22;9/4/2021;5807,284;659;2843,26;266;1165,724;873,3;71,24
23;9/4/2021;5342,624;659;2838,353;;1047,271;798;67,93
0;10/4/2021;5140,43;501;2221,582;100;1092,942;1224,906;62
1;10/4/2021;4999,344;501;2146,785;100;1027,559;1224;59,11
2;10/4/2021;4929,109;501;2014,54;100;979,569;1334;55,33
3;10/4/2021;4884,638;501;1898,662;100;929,976;1455;53,96
4;10/4/2021;4836,349;501;1877,9;126;899,449;1432;53,62
5;10/4/2021;5027,523;501;2117,048;126;863,475;1420;56
6;10/4/2021;5257,126;501;2136,484;326;926,642;1367;59,03
7;10/4/2021;5646,306;346;2196,082;571;1327,224;1206;59,62
8;10/4/2021;6222,079;346;2179,843;571;1916,236;1209;59,44
9;10/4/2021;6531,693;346;2132,3;461;2477,265;1115,128;56,49
10;10/4/2021;6684,773;346;2141,799;126;2861,974;1209;59,01
11;10/4/2021;6786,989;346;2135,414;126;3055,17;1124,405;57,96
12;10/4/2021;6650,539;346;2110,19;126;3109,349;959;55,33
13;10/4/2021;6369,441;346;1862,9;126;3026,172;1008,369;52,5
14;10/4/2021;6016,399;346;1862,9;26;2799,499;982;50,08
15;10/4/2021;5806,102;346;1952,9;61;2404,202;1042;50,01
16;10/4/2021;5693,619;346;2062,9;247;1858,719;1179;52,04
17;10/4/2021;5865,963;346;2514,178;402;1271,785;1332;57,47
18;10/4/2021;6173,69;346;2852,13;695;875,56;1405;63,1
19;10/4/2021;6490,484;346;3108,857;825;731,627;1479;69,24
20;10/4/2021;6406,905;346;3112,755;825;658,15;1465;70,1
21;10/4/2021;5711,748;346;2736,677;416;603,671;1609,4;62,7
22;10/4/2021;5377,641;346;2601,946;266;543,495;1620,2;57,72
23;10/4/2021;4862,015;346;2533,538;100;489,277;1393,2;55,98
0;11/4/2021;4731,088;346;2450,055;100;442,033;1393;63,33
1;11/4/2021;4374,685;346;2094,308;100;412,377;1422;58,63
2;11/4/2021;4296,368;346;1961,287;100;411,081;1478;57,21
3;11/4/2021;4103,326;346;1731,702;100;401,224;1524,4;53,96
4;11/4/2021;4079,565;346;1707,9;126;413,865;1485,8;52
5;11/4/2021;4154,425;346;1766,924;126;434,501;1481;55,12
6;11/4/2021;4317,707;346;1737,294;126;562,913;1545,5;56,07
7;11/4/2021;4600,458;346;1497,9;371;994,058;1391,5;52,56
8;11/4/2021;5553,416;346;1949,431;371;1604,985;1282;60,39
9;11/4/2021;5936,773;346;1948,431;261;2167,342;1214;60,39
10;11/4/2021;6240,018;346;1918,471;126;2575,547;1274;57,65
11;11/4/2021;6332,441;346;1883,155;26;2794,286;1283;57,65
12;11/4/2021;6282,089;346;1691,983;26;2865,106;1353;55,49
13;11/4/2021;5864,474;346;1420,9;116;2799,574;1182;32,57
14;11/4/2021;5628,917;346;1420,9;40;2600,84;1221,177;31,23
15;11/4/2021;5463,947;346;1480,9;75;2257,047;1305;45,5
16;11/4/2021;5322,016;346;1768,9;145;1759,116;1303;51,96
17;11/4/2021;5399,521;346;2192,682;318;1189,839;1353;57,22
18;11/4/2021;5603,521;346;2492,349;623;786,172;1356;57,65
19;11/4/2021;6257,688;346;2916,793;927;653,895;1414;66,64
20;11/4/2021;6156,135;346;2939,711;910;609,424;1351;73
21;11/4/2021;5623,432;346;2940,385;478;578,047;1281;70,1
22;11/4/2021;5311,924;346;2930,259;218;563,665;1254;66
23;11/4/2021;5049,929;346;2723,222;175;569,707;1236;62,36
0;12/4/2021;4852,229;504;2366,636;100;478,641;1402,952;61,51
1;12/4/2021;4338,29;504;1977,451;;483,839;1373;56,86
2;12/4/2021;4207,199;504;1820,254;;496,945;1386;55,99
3;12/4/2021;4063,026;504;1732,9;;490,926;1335,2;53,73
4;12/4/2021;4226,659;504;1898,9;26;489,76;1307,999;53,95
